sample,gps_start_heading,gps_start_x_position,gps_start_y_position,inertial_start_heading,inertial_start_rotation,distance_limit_forward,distance_limit_reverse,distance_estimate,left_direction,right_direction,volts,duration_ms,gps_stop_heading,gps_stop_x_position,gps_stop_y_position,inertial_stop_heading,inertial_stop_rotation,gps_cooldown_heading,gps_cooldown_x_position,gps_cooldown_y_position,inertial_cooldown_heading,inertial_cooldown_rotation,gps_final_heading,gps_final_x_position,gps_final_y_position,inertial_final_heading,inertial_final_rotation,gps_stop_angle,gps_cooldown_angle,gps_final_angle,inertial_stop_angle,inertial_cooldown_angle,inertial_final_angle,inertial_stop_travel,inertial_cooldown_travel,inertial_final_travel,gps_stop_distance,gps_cooldown_distance,gps_final_distance
148,306.9444,364.2561,-581.0795,306.9444,2073.193,2707.963,1525.139,1902.25,0.0,0.0,8.9,1350.0,309.3899,-568.459,186.0233,309.2267,2075.476,307.1758,-748.4131,359.729,305.9856,2072.235,308.1757,-709.3088,332.0469,305.9863,2072.235,2.4455,0.2314,1.2313,2.2823,-0.9588,-0.9581,2.283,-0.958,-0.958,1207.6441,1457.1045,1409.3763
149,308.9828,-709.3088,332.0469,308.9828,2072.235,1403.117,2742.767,1684.0,1.0,1.0,9.6,1100.0,309.0051,18.66725,-281.8264,311.0766,2074.329,311.6746,204.2866,-516.2128,313.4538,2076.706,311.5554,289.16,-498.2087,313.4526,2076.705,0.0223,2.6918,2.5726,2.0938,4.471,4.4698,2.094,4.471,4.47,952.255,1246.676,1298.5624
150,312.9749,204.1965,-530.3517,312.9749,-0.09821489,2739.275,1735.317,572.5,1.0,1.0,4.5,700.0,313.6804,419.6847,-704.2067,314.0334,0.960292,314.124,501.0459,-748.1092,315.2169,2.143771,314.1772,482.3352,-768.172,315.2171,2.143966,0.7055,1.1491,1.2023,1.0585,2.242,2.2422,1.0585,2.242,2.2422,276.8767,368.1547,365.9503
151,313.7952,516.3391,-740.6805,313.7952,2.143809,3209.032,1467.57,4467.999,1.0,0.0,11.2,2600.0,144.1005,674.5998,-611.4666,225.5961,-1166.055,57.83252,637.1192,-891.3283,85.48591,-1306.165,63.36895,629.1892,-854.6434,85.48577,-1306.166,-169.6947,104.0373,109.5737,-88.1991,131.6907,131.6906,-1168.1988,-1308.3088,-1308.3098,204.3103,193.087,160.3829
152,64.00009,627.5142,-842.9234,64.00009,-1306.165,1304.509,2183.264,3515.5,1.0,0.0,9.9,2300.0,191.7819,804.0678,-1711.421,237.4505,-2212.715,78.42606,814.7597,-1732.04,128.2575,-2321.908,97.25124,559.167,-971.3852,128.2579,-2321.907,127.7818,14.426,33.2511,173.4504,64.2574,64.2578,-906.55,-1015.743,-1015.742,886.2614,908.6194,145.5121
153,102.1305,307.4781,-1085.462,102.1305,-2321.907,730.8574,2155.609,320.5,1.0,0.0,2.1,700.0,70.41093,555.6927,-889.0496,63.77096,-2360.267,68.84561,603.7927,-849.2333,58.20286,-2365.835,69.15027,610.3241,-851.385,58.20309,-2365.835,-31.7196,-33.2849,-32.9802,-38.3595,-43.9276,-43.9274,-38.36,-43.928,-43.928,316.5254,378.9543,382.7633
154,69.14987,612.2063,-852.0694,69.14987,-2365.834,1271.027,2581.24,1173.25,1.0,1.0,2.7,2650.0,69.7584,20.82306,-1079.991,69.74926,-2365.235,70.59905,-13.91098,-1092.933,70.48791,-2364.497,70.70364,-16.62713,-1094.686,70.48792,-2364.497,0.6085,1.4492,1.5538,0.5994,1.338,1.3381,0.599,1.337,1.337,633.7842,670.8488,674.0136
155,70.66915,-12.90475,-1092.769,70.66915,-2364.496,1921.218,1893.866,1129.0,1.0,0.0,9.8,700.0,176.016,-154.9256,-1137.226,190.5736,-2604.592,80.03325,-19.10016,-1081.535,86.16275,-2709.002,81.67949,-20.05336,-1086.825,86.16165,-2709.003,105.3469,9.3641,11.0103,119.9044,15.4936,15.4925,-240.096,-344.506,-344.507,148.8165,12.8291,9.297
156,81.85605,-11.82107,-1083.537,81.85605,-2709.003,1830.279,1806.396,257.5,0.0,1.0,0.5,2100.0,81.21425,-19.45971,-1112.014,81.8621,-2708.997,81.03213,-13.70329,-1108.885,81.86333,-2708.995,81.00909,-12.6339,-1108.184,81.8628,-2708.996,-0.6418,-0.8239,-0.847,0.0061,0.0073,0.0068,0.006,0.008,0.007,29.4837,25.4178,24.6604
157,81.00323,-12.41388,-1107.919,81.00323,-2708.997,1834.99,1809.852,4033.0,0.0,1.0,11.4,2300.0,170.7115,-253.8462,-1047.905,38.63352,-1671.367,203.8372,-182.37,-1093.657,179.6554,-1530.345,197.8082,-164.553,-1062.688,179.6562,-1530.344,89.7083,122.834,116.805,-42.3697,98.6522,98.653,1037.63,1178.652,1178.653,248.7795,170.5535,158.7204
158,197.5195,-161.6186,-1054.439,197.5195,-1530.344,781.8264,2057.035,3596.5,1.0,0.0,11.1,2100.0,272.7275,-121.9157,-1471.212,357.3507,-2450.513,200.4958,-222.2044,-1156.043,221.5559,-2586.307,205.8623,-234.4403,-1116.444,221.5555,-2586.308,75.208,2.9763,8.3428,159.8312,24.0364,24.036,-920.169,-1055.963,-1055.964,418.6598,118.2963,95.6432
159,206.0879,-238.4991,-1105.318,206.0879,-2586.308,773.4845,2269.74,280.0,1.0,1.0,6.0,200.0,206.7329,-203.993,-1033.391,206.6185,-2585.777,207.3971,-137.9057,-890.062,207.1824,-2585.213,207.4974,-136.8081,-882.8478,207.1813,-2585.215,0.645,1.3092,1.4095,0.5306,1.0945,1.0934,0.531,1.095,1.093,79.7757,237.6009,244.61
160,208.1518,-141.5362,-894.9417,208.1518,-0.04402609,1026.492,2202.036,228.25,1.0,0.0,5.7,150.0,194.4755,-123.6038,-913.7619,196.1148,-12.08106,160.8887,-95.4745,-942.9082,163.4248,-44.77108,160.6785,-104.556,-941.9268,163.4247,-44.77111,-13.6763,-47.2631,-47.4733,-12.037,-44.727,-44.7271,-12.037,-44.7271,-44.7271,25.9956,66.5016,59.7924
161,160.6608,-106.8755,-941.7945,160.6608,-44.77166,909.526,2905.753,162.25,1.0,1.0,8.3,50.0,160.7152,-107.1036,-940.5072,160.6571,-44.77537,163.7526,-132.1633,-888.5042,163.7006,-41.73187,163.7218,-133.4423,-888.0396,163.7008,-41.73168,0.0544,3.0918,3.061,-0.0037,3.0398,3.04,-0.0037,3.0398,3.04,1.3074,58.9858,59.9615
162,163.7137,-133.3341,-888.4455,163.7137,-41.73205,949.6622,2800.837,715.0,0.0,1.0,2.0,2050.0,270.6275,-179.8665,-757.0649,273.7066,68.26085,280.3078,-134.5237,-775.0835,277.9714,72.52563,280.797,-125.3957,-784.5382,277.9722,72.52644,106.9138,116.5941,117.0833,109.9929,114.2577,114.2585,109.9929,114.2577,114.2585,139.3776,113.3682,104.2101
163,280.8105,-123.1995,-788.116,280.8105,72.52657,1707.097,1030.167,413.5,1.0,0.0,1.1,1900.0,248.5635,-172.4333,-858.1389,247.4349,39.15094,248.1112,-162.7232,-880.5426,246.4993,38.21535,248.0731,-174.8182,-855.2296,246.4993,38.21531,-32.247,-32.6993,-32.7374,-33.3756,-34.3112,-34.3112,-33.3756,-34.3112,-34.3113,85.5989,100.5226,84.6683
164,248.1594,-162.4524,-868.786,248.1594,38.21531,1764.176,2114.206,2680.75,1.0,0.0,9.3,1850.0,255.2271,-395.9838,-1328.397,288.0073,-641.9367,175.9738,-145.2293,-952.4137,191.8768,-738.0672,177.8063,-159.7529,-941.1264,191.8773,-738.0668,7.0677,-72.1856,-70.3531,39.8479,-56.2826,-56.2821,-680.152,-776.2825,-776.2821,515.5378,85.3828,72.3908
165,177.9096,-161.4153,-936.7104,177.9096,-738.0666,863.8645,2738.533,202.0,1.0,0.0,0.4,1700.0,177.9165,-166.2184,-933.3544,177.9095,-738.0666,177.9122,-168.7841,-931.6331,177.9093,-738.0669,177.9071,-169.6243,-930.729,177.9094,-738.0668,0.0069,0.0026,-0.0025,-0.0001,-0.0003,-0.0002,0.0,-0.0003,-0.0002,5.8594,8.9486,10.157
166,177.9014,-169.8622,-930.8416,177.9014,-738.0666,869.7417,2732.674,1864.0,0.0,1.0,4.9,2400.0,232.6838,-236.9439,-805.885,250.942,-305.0261,285.3449,-151.0799,-729.4483,279.8961,-276.0719,287.3147,-162.0283,-757.4662,279.8962,-276.0718,54.7824,107.4435,109.4133,73.0406,101.9947,101.9948,433.0405,461.9947,461.9948,141.8242,202.2672,173.5523
167,287.4112,-166.1504,-766.1038,287.4112,-276.0716,1712.304,1083.542,3406.0,0.0,1.0,7.6,2900.0,82.85315,135.7953,-941.9137,76.30409,592.8213,160.462,-199.8969,-809.263,148.8313,665.3485,161.5681,-215.0466,-798.9837,148.8314,665.3486,155.442,-126.9492,-125.8431,148.8929,-138.5799,-138.5798,868.8929,941.4201,941.4202,349.4,54.7863,58.9231
168,161.6185,-218.6666,-795.745,161.6185,665.3489,1058.249,2735.306,167.5,0.0,0.0,0.6,750.0,161.5185,-222.4273,-797.3437,161.5613,665.2916,161.4532,-225.2824,-794.9104,161.5634,665.2937,161.4471,-227.3664,-794.1849,161.564,665.2944,-0.1,-0.1653,-0.1714,-0.0572,-0.0551,-0.0545,-0.0573,-0.0552,-0.0545,4.0864,6.6682,8.8386
169,161.4401,-227.6987,-793.4588,161.4401,665.2939,1061.762,2735.741,351.25,1.0,0.0,6.7,250.0,116.6345,-154.6129,-782.7319,120.4362,624.2899,71.24051,-132.0821,-735.9159,69.03924,572.893,68.07411,-129.7596,-752.4333,69.04125,572.895,-44.8056,-90.1996,-93.366,-41.0039,-92.4009,-92.3988,-41.004,-92.4009,-92.3989,73.8688,111.5962,106.1846
170,68.32994,-115.2803,-759.5094,68.32994,-0.06126869,2060.936,1812.841,268.75,0.0,1.0,0.5,2250.0,67.60598,-118.5672,-764.512,68.33074,-0.06046515,67.47846,-117.1716,-775.4262,68.32872,-0.06248262,67.45599,-120.5825,-773.9054,68.32962,-0.0615926,-0.724,-0.8515,-0.8739,0.0008,-0.0012,-0.0003,0.0008,-0.0012,-0.0003,5.9858,16.0288,15.3414
171,67.45047,-118.4505,-780.1827,67.45047,-0.06153206,2077.26,1820.749,898.0,0.0,0.0,7.6,700.0,69.20177,297.6952,-612.5049,69.38028,1.868278,66.03298,537.3972,-513.185,65.6866,-1.825403,66.00187,535.2457,-514.7656,65.6871,-1.824897,1.7513,-1.4175,-1.4486,1.9298,-1.7639,-1.7634,1.9298,-1.7639,-1.7634,448.657,708.113,705.5246
172,65.97512,536.5331,-514.3939,65.97512,-1.825975,1383.304,2558.148,3574.75,1.0,0.0,11.3,2050.0,124.0746,516.7017,-870.5342,227.23,-920.571,67.83631,549.1429,-577.757,88.56315,-1059.238,72.66281,547.3674,-585.1363,88.56271,-1059.238,58.0995,1.8612,6.6877,161.2549,22.588,22.5876,-918.745,-1057.412,-1057.412,356.692,64.6056,71.5672
173,72.89453,546.3588,-586.2786,72.89453,-1059.239,1311.663,2454.954,925.0,1.0,1.0,2.0,2750.0,73.87821,89.51886,-727.6343,73.78992,-1058.343,74.14398,73.50501,-731.4151,74.04222,-1058.091,74.20766,68.14941,-733.259,74.04299,-1058.09,0.9837,1.2494,1.3131,0.8954,1.1477,1.1485,0.896,1.148,1.149,478.2093,494.6264,500.2874
174,74.20769,68.40435,-735.828,74.20769,-1058.091,1799.519,1941.694,1507.0,1.0,1.0,6.7,1400.0,75.1336,-808.813,-974.1659,75.39029,-1056.908,76.17362,-969.7478,-1039.754,76.40685,-1055.892,76.22534,-978.0715,-1035.55,76.40775,-1055.891,0.9259,1.9659,2.0177,1.1826,2.1992,2.2001,1.183,2.199,2.2,909.0188,1081.7259,1088.5518
175,76.19394,-975.1194,-1037.516,76.19394,-1055.891,2857.68,849.4212,925.0,0.0,1.0,5.0,1100.0,262.2549,-1242.477,-898.0437,272.3711,-859.7138,309.8335,-1078.405,-914.4973,305.6036,-826.4813,310.5802,-1067.834,-921.2351,305.6032,-826.4817,-173.939,-126.3604,-125.6137,-163.8228,-130.5903,-130.5907,196.1772,229.4097,229.4093,301.5503,160.6285,148.7187
176,310.6074,-1064.443,-923.3387,310.6074,-826.4814,968.8738,1154.736,1075.0,1.0,0.0,2.5,2600.0,105.2112,-1021.899,-1093.638,103.1592,-1033.93,93.45244,-1144.216,-980.9897,93.33453,-1043.754,91.127,-1172.856,-984.8463,93.33495,-1043.754,154.6038,142.845,140.5196,152.5518,142.7271,142.7276,-207.4486,-217.2726,-217.2726,175.533,98.4244,124.6458
177,91.05807,-1180.61,-929.0127,91.05807,-1043.753,871.1358,619.4955,1450.0,0.0,1.0,6.0,1500.0,66.35633,-1285.037,-878.8541,73.85747,-700.9533,118.0888,-1205.185,-1076.862,120.3273,-654.4836,123.3894,-1199.775,-1063.132,120.3262,-654.4847,-24.7017,27.0307,32.3313,-17.2006,29.2692,29.2681,342.7997,389.2694,389.2683,115.8485,149.8778,135.4817
178,124.02,-1203.197,-1058.944,124.02,-654.4842,894.0852,720.0441,955.0,0.0,1.0,3.0,1900.0,319.3555,-1362.175,-935.7841,313.9518,-464.5524,331.0861,-1323.987,-941.3546,326.9571,-451.5471,331.262,-1311.456,-951.6309,326.9553,-451.5489,-164.6645,-152.9339,-152.758,-170.0682,-157.0629,-157.0647,189.9318,202.9371,202.9353,201.1029,168.5749,152.434
179,331.2647,-1308.119,-954.5965,331.2647,-451.5474,1023.125,964.1363,1094.5,1.0,0.0,7.8,850.0,82.71026,-1224.176,-1201.171,88.23475,-694.5774,15.40079,-1204.776,-1038.035,17.21275,-765.5994,12.31189,-1214.404,-1043.444,17.2125,-765.5996,111.4456,44.1361,41.0472,116.9701,45.948,45.9478,-243.03,-314.052,-314.0522,260.4715,132.8223,129.1371
180,12.17171,-1213.471,-1034.373,12.17171,-0.0649417,2899.554,600.0177,793.0,1.0,0.0,2.1,2200.0,231.5664,-1425.236,-1154.807,237.6095,-134.6271,226.2874,-1478.344,-1326.925,232.2558,-139.9809,227.5682,-1478.344,-1326.925,232.2564,-139.9803,-140.6053,-145.8843,-144.6035,-134.5622,-139.9159,-139.9153,-134.5622,-139.916,-139.9154,243.616,394.6446,394.6446
181,228.2072,-1478.344,-1326.925,228.2072,-139.9811,431.4279,4397.155,112.0,0.0,1.0,1.6,50.0,228.2536,-1478.344,-1326.925,228.2069,-139.9814,229.5813,-1478.344,-1326.925,228.3067,-139.8816,230.8002,-1478.344,-1326.925,228.3063,-139.8821,0.0464,1.3741,2.593,-0.0003,0.0995,0.0991,-0.0003,0.0995,0.099,0.0,0.0,0.0
182,231.4101,-1478.344,-1326.925,231.4101,-139.8822,411.5186,4194.239,451.75,1.0,0.0,6.7,350.0,158.7801,-1292.964,-1127.498,165.983,-205.3093,110.8387,-1181.27,-1151.643,113.3934,-257.8989,109.0804,-1189.155,-1163.912,113.3934,-257.899,-72.63,-120.5714,-122.3297,-65.4271,-118.0167,-118.0167,-65.4271,-118.0167,-118.0168,272.2809,344.9301,331.9691
183,108.6996,-1190.75,-1187.437,108.6996,-257.8987,646.7006,643.2031,745.0,1.0,0.0,2.0,2150.0,16.28848,-1281.333,-1061.11,349.6382,-376.9601,347.3308,-1322.449,-1094.144,344.6182,-381.9801,344.5923,-1313.478,-1094.385,344.6181,-381.9802,-92.4111,-121.3688,-124.1073,-119.0614,-124.0814,-124.0815,-119.0614,-124.0814,-124.0815,155.4471,161.3946,154.0157
184,344.3027,-1306.704,-1091.121,344.3027,-381.9814,1823.272,736.3415,2089.0,1.0,0.0,7.8,1700.0,159.5875,-759.8359,-1528.644,189.4141,-896.8699,100.9036,-1312.55,-1195.53,113.3656,-972.9184,103.7838,-1250.51,-1246.673,113.3652,-972.9189,175.2848,116.6009,119.4811,-154.8886,129.0629,129.0625,-514.8885,-590.937,-590.9375,700.3507,104.5725,165.391
185,104.5251,-1305.729,-1192.295,104.5251,-972.9189,627.7698,510.5908,4276.0,0.0,1.0,9.6,2900.0,252.4657,-854.7489,-1373.801,150.0159,152.5718,277.1101,-1358.007,-1324.368,255.5665,258.1225,272.4159,-1362.66,-1281.606,255.567,258.1229,147.9406,172.585,167.8908,45.4908,151.0414,151.0419,1125.4907,1231.0414,1231.0418,486.1352,142.0432,105.9131
186,272.2131,-1364.608,-1269.682,272.2131,258.1226,435.7166,530.7135,693.25,1.0,0.0,11.3,350.0,149.9948,-1219.955,-1492.512,164.6138,150.5233,21.65449,-1162.597,-1332.684,30.16124,16.07076,25.90585,-1193.822,-1270.571,30.16306,16.07257,-122.2183,109.4414,113.6927,-107.5993,117.9481,117.95,-107.5993,-242.0518,-242.05,265.6646,211.6074,170.7883
187,26.50494,-1169.438,-1344.417,26.50494,16.07175,3318.195,509.09,397.0,1.0,1.0,6.6,300.0,26.94431,-1206.107,-1412.73,26.98352,16.55032,28.71719,-1391.902,-1577.813,27.58335,17.15015,29.11508,-1412.575,-1561.781,27.58371,17.15052,0.4394,2.2122,2.6101,0.4786,1.0784,1.0788,0.4786,1.0784,1.0788,77.5325,322.4344,326.133
188,29.10974,-1414.044,-1561.786,29.10974,17.14967,3678.703,272.6529,322.0,1.0,0.0,3.7,400.0,1.244166,-1396.056,-1522.839,349.7175,-22.24257,336.363,-1469.295,-1561.663,334.3717,-37.5884,333.6705,-1458.849,-1554.572,334.371,-37.58907,-27.8656,-52.7467,-55.4392,-39.3922,-54.738,-54.7387,-39.3922,-54.7381,-54.7387,42.9003,55.2511,45.382
189,333.444,-1459.442,-1538.789,333.444,-37.58967,761.7539,292.0197,955.0,1.0,0.0,3.0,1900.0,117.9606,-1575.328,-1778.0,141.4721,-229.5616,104.5022,-1575.328,-1778.0,128.721,-242.3128,104.7853,-1575.328,-1778.0,128.721,-242.3128,144.5166,131.0582,131.3413,168.0281,155.277,155.277,-191.9719,-204.7231,-204.7231,265.8034,265.8034,265.8034
190,107.1466,-1575.328,-1778.0,107.1466,-0.04076693,23.0233,235.122,892.0,1.0,0.0,2.4,2200.0,335.609,-1333.84,-1564.103,300.7581,-166.4293,299.6627,-1211.096,-1345.39,272.5041,-194.6832,292.0995,-293.3207,-360.5451,277.9208,-189.2665,-131.5376,-167.4839,-175.0471,-166.3885,165.3575,170.7742,-166.3885,-194.6424,-189.2257,322.5963,565.5231,1911.2093
191,291.6869,-282.6354,-346.1955,291.6869,-189.2654,1632.95,1564.548,520.75,1.0,1.0,1.7,1650.0,292.5277,-65.79446,-412.8117,292.7224,-188.2299,292.4881,-48.7343,-410.4877,292.7364,-188.216,292.4682,-43.62644,-408.566,292.7371,-188.2153,0.8408,0.8012,0.7813,1.0355,1.0495,1.0502,1.0355,1.0494,1.0501,226.8429,242.5762,247.0129
192,292.4681,-42.57901,-407.5658,292.4681,-188.2154,1901.78,1506.812,334.0,1.0,1.0,10.4,150.0,293.4711,-4.894562,-422.3733,293.3949,-187.2886,296.3955,217.1066,-577.6971,295.7268,-184.9566,297.2116,167.4292,-586.2361,295.7264,-184.957,1.003,3.9274,4.7435,0.9268,3.2587,3.2583,0.9268,3.2588,3.2584,40.4893,310.4533,275.7291
193,297.6034,152.7931,-590.5572,297.6034,-184.9565,2203.618,1364.789,850.0,1.0,1.0,5.0,1000.0,297.4009,724.1639,-749.2898,298.494,-184.066,299.5325,828.4659,-814.9834,301.5723,-180.9876,299.6819,798.9479,-821.7602,301.5726,-180.9874,-0.2025,1.9291,2.0785,0.8906,3.9689,3.9692,0.8905,3.9689,3.9691,593.0098,711.9697,686.2732
194,299.6768,810.0957,-814.5678,299.6768,-180.9874,3004.143,1134.203,838.0,1.0,0.0,2.4,2050.0,140.7272,787.6987,-962.1728,141.0603,-339.604,130.9851,1144.994,-933.5706,132.368,-348.2962,130.3978,1144.994,-933.5706,132.3677,-348.2965,-158.9496,-168.6917,-169.279,-158.6165,-167.3088,-167.3091,-158.6166,-167.3088,-167.3091,149.2945,355.4132,355.4132
195,130.1087,1144.994,-933.5706,130.1087,-348.2966,856.4147,3574.119,3013.75,1.0,0.0,11.1,1750.0,15.96168,1562.011,-1350.004,92.36791,-1106.037,285.5376,700.6244,-736.1971,311.9843,-1246.421,295.7365,691.8895,-770.0734,311.9829,-1246.422,-114.147,155.4289,165.6278,-37.7408,-178.1244,-178.1258,-757.7404,-898.1244,-898.1254,589.3386,486.2311,481.7001
196,296.9112,688.3687,-763.8021,296.9112,-1246.421,2790.561,1162.036,1781.5,1.0,0.0,11.8,950.0,220.8731,1100.388,-716.9196,245.0189,-1658.314,84.07129,791.803,-944.0214,94.01822,-1809.314,86.44499,777.7784,-933.825,94.01786,-1809.315,-76.0381,147.1601,149.5338,-51.8923,157.107,157.1067,-411.893,-562.893,-562.894,414.678,207.7923,192.0986
197,86.55974,774.3645,-930.3932,86.55974,-1809.314,1027.487,2579.012,145.0,1.0,0.0,0.6,500.0,86.36565,774.8211,-931.2963,86.38216,-1809.491,86.36659,770.8213,-927.3758,86.3889,-1809.484,86.36273,769.5142,-925.3288,86.38855,-1809.485,-0.1941,-0.1932,-0.197,-0.1776,-0.1708,-0.1712,-0.177,-0.17,-0.171,1.012,4.6539,7.0124
198,86.36343,768.9957,-924.6801,86.36343,-1809.484,1033.085,2574.179,2294.5,1.0,1.0,7.7,1900.0,87.6162,-663.962,-1008.007,87.82079,-1808.027,91.17021,-1003.398,-871.7213,89.88267,-1805.965,92.50429,-1000.417,-858.3016,89.88219,-1805.966,1.2528,4.8068,6.1409,1.4574,3.5192,3.5188,1.457,3.519,3.518,1435.3784,1773.1847,1770.6573
199,92.41108,-998.8483,-895.1225,92.41108,-1805.965,905.6792,801.8616,442.0,0.0,0.0,1.9,1200.0,91.4872,-775.7123,-1040.167,91.28497,-1807.091,89.5682,-786.6405,-972.6093,90.81828,-1807.558,89.83478,-782.8771,-956.7694,90.81733,-1807.559,-0.9239,-2.8429,-2.5763,-1.1261,-1.5928,-1.5938,-1.126,-1.593,-1.594,266.1345,225.9123,224.5972
200,89.82624,-770.0472,-921.2801,89.82624,-0.04497394,2570.059,1029.958,1090.0,1.0,0.0,2.4,2750.0,237.8791,-880.0085,-1015.944,234.8268,-215.0445,223.2376,-908.5788,-1063.283,225.2352,-224.636,220.7241,-882.8211,-972.4142,225.2359,-224.6353,148.0529,133.4114,130.8979,145.0006,135.409,135.4097,-214.9995,-224.591,-224.5903,145.0956,198.383,123.8251
201,220.3928,-873.906,-955.763,220.3928,-224.636,1108.475,3510.813,320.5,0.0,0.0,0.6,2450.0,220.2297,-813.2864,-922.857,220.0237,-225.0051,219.7535,-793.5367,-934.2175,220.0255,-225.0033,220.085,-807.5577,-890.0062,220.0254,-225.0034,-0.1631,-0.6393,-0.3078,-0.3691,-0.3673,-0.3674,-0.3691,-0.3673,-0.3674,68.9749,83.2072,93.4133
202,220.6191,-720.7603,-896.2496,220.6191,-225.0041,1190.627,3320.923,2154.25,0.0,1.0,8.3,1650.0,38.69406,-563.953,-867.7176,28.00704,302.3839,117.0103,-750.8142,-864.5859,108.0786,382.4554,117.4416,-812.9012,-794.9644,108.0777,382.4545,178.075,-103.6088,-103.1775,167.3879,-112.5405,-112.5414,527.388,607.4595,607.4586,159.3819,43.6558,136.9257
203,116.9147,-737.972,-925.9888,116.9147,382.4547,980.1829,1191.039,2764.0,1.0,0.0,9.6,1850.0,99.83653,-1177.605,-1064.399,141.164,-313.2959,16.33696,-782.2122,-778.4976,35.08816,-419.3717,21.51617,-779.0106,-787.3651,35.08699,-419.3729,-17.0782,-100.5777,-95.3985,24.2493,-81.8265,-81.8277,-695.7506,-801.8264,-801.8276,460.9062,153.9833,144.5707
204,22.17224,-776.4132,-789.5385,22.17224,-419.3725,2782.143,1091.148,413.5,1.0,0.0,1.9,1100.0,339.7846,-907.7665,-697.3233,330.1279,-471.4169,328.4701,-860.4476,-750.4011,326.4741,-475.0706,327.1864,-856.0085,-753.6642,326.4738,-475.071,-42.3876,-53.7021,-54.9858,-52.0443,-55.6981,-55.6984,-52.0444,-55.6981,-55.6985,160.4909,92.7012,87.3062
205,327.117,-858.0876,-753.6628,327.117,-475.0715,1734.884,1245.964,1470.25,0.0,0.0,6.3,1450.0,325.0894,-1370.216,-0.1027064,325.0525,-477.136,322.7725,-1459.376,118.2892,322.9173,-479.2712,322.7308,-1457.67,118.4207,322.916,-479.2726,-2.0276,-4.3445,-4.3862,-2.0645,-4.1997,-4.201,-2.0645,-4.1997,-4.2011,911.1138,1059.1733,1058.3141
206,322.7578,-1457.725,118.2271,322.7578,-479.2723,565.5707,2409.576,241.0,0.0,1.0,0.4,2350.0,322.7595,-1455.467,118.7863,322.7576,-479.2726,322.8028,-1459.93,120.326,322.7577,-479.2725,322.7832,-1458.565,120.6649,322.7586,-479.2715,0.0017,0.045,0.0254,-0.0002,-0.0001,0.0008,-0.0003,-0.0002,0.0008,2.3262,3.0442,2.5785
207,322.7777,-1455.539,118.4183,322.7777,-479.2721,569.4419,2409.182,2788.0,1.0,0.0,6.4,2800.0,334.5894,-960.5942,-122.7701,340.0191,-1182.031,278.8891,-1028.843,223.1941,292.7436,-1229.306,278.1737,-1028.843,223.1941,292.7437,-1229.306,11.8117,-43.8886,-44.604,17.2414,-30.0341,-30.034,-702.7589,-750.0339,-750.0339,550.5835,439.3716,439.3716
208,277.8139,-1028.843,223.1941,277.8139,-1229.307,778.3848,2042.156,4234.0,0.0,1.0,10.6,2600.0,91.95967,-1028.843,223.1941,320.0602,-107.0602,129.147,-1447.388,292.2046,84.70808,17.5876,111.0353,-1499.901,223.116,84.70885,17.58837,174.1458,-148.6669,-166.7786,42.2463,166.8942,166.8949,1122.2468,1246.8946,1246.8954,0.0,424.1961,471.058
209,109.5435,-1501.638,225.2841,109.5435,17.5882,2149.098,316.6018,577.75,0.0,0.0,1.3,2450.0,107.4479,-1317.425,88.29518,109.1154,17.16012,106.1076,-1368.675,-4.381382,108.9888,17.0335,106.0875,-1360.135,7.377551,108.9888,17.03351,-2.0956,-3.4359,-3.456,-0.4281,-0.5547,-0.5547,-0.4281,-0.5547,-0.5547,229.5657,265.3778,259.8199
210,106.5223,-1347.119,-5.505546,106.5223,-0.05542947,1871.782,472.3864,273.25,0.0,1.0,0.7,1650.0,106.8238,-1279.318,150.2612,106.7095,0.1318145,105.7293,-1364.254,4.8961,106.6952,0.1174596,105.4402,-1373.498,-8.241588,106.6955,0.1178142,0.3015,-0.793,-1.0821,0.1872,0.1729,0.1732,0.1872,0.1729,0.1732,169.8831,20.045,26.5205
211,105.3847,-1373.843,-8.270944,105.3847,0.1165609,1858.32,441.9955,595.0,0.0,0.0,6.0,550.0,106.7872,-1233.52,-26.38896,107.5381,2.26993,105.2525,-941.6937,-150.4677,105.1792,-0.08896535,104.9738,-945.9606,-157.009,105.1778,-0.09038704,1.4025,-0.1322,-0.4109,2.1534,-0.2055,-0.2069,2.1534,-0.2055,-0.2069,141.4878,454.9428,452.9971
212,104.8924,-949.2074,-156.3216,104.8924,-0.09003307,1700.808,880.3638,531.25,0.0,0.0,2.5,1150.0,104.0004,-717.4765,-218.3917,103.9057,-1.076728,103.3944,-697.3598,-247.28,103.5529,-1.429566,103.347,-694.0485,-246.9171,103.5522,-1.430204,-0.892,-1.498,-1.5454,-0.9867,-1.3395,-1.3402,-0.9867,-1.3395,-1.3402,239.8998,267.7698,270.7649
213,103.3846,-696.5926,-225.1052,103.3846,-1.429426,1618.866,1134.215,2162.5,0.0,1.0,11.0,1250.0,285.9068,-675.8079,-35.46992,264.1378,519.3238,55.00069,-798.4854,-127.7375,39.0959,654.2819,51.9679,-789.686,-143.373,39.09515,654.2811,-177.4778,-48.3839,-51.4167,160.7532,-64.2887,-64.2895,520.7532,655.7113,655.7105,190.7709,140.9348,123.8811
