timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
13,main,Inertial,inertial,state,,1,399,0,0,1,0,0,0,0.2441481,0.9460737,0.03051851,-0.04492188,0.03137207,1.009033,1
14,main,Gps,gps,state,,1,399,88.08662,88.08662,63.86924,-45.327,100,1,-0.3155246,2.701602,88.08662,-0.5798517,-1.251259,1.159703,0.07836914,-0.006347656,-1.005249,1
15,main,Motor,motor_lf,state,,1,397,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
20,main,Motor,motor_lb,state,,1,408,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
20,main,Motor,motor_rf,state,,1,408,1073741823,0,1,0,2,0,0,0.039,0,0.01712656,0,35,0
21,main,Motor,motor_rb,state,,1,413,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1022,main,Inertial,inertial,state,,1,1399,0,0,1,0,0,0,0.2441481,0.9155553,0.03051851,-0.04602051,0.03222656,1.007813,1
1023,main,Gps,gps,state,,1,1401,88.08564,88.08564,63.80745,-45.27778,100,0,-0.3138477,2.710776,88.08564,-0.6408887,-1.373333,1.098666,0.0769043,-0.007080078,-1.007202,1
1032,main,Motor,motor_lf,state,,1,1415,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1033,main,Motor,motor_lb,state,,1,1411,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1034,main,Motor,motor_rf,state,,1,1409,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,35,0
1034,main,Motor,motor_rb,state,,1,1414,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1852,t56125588,Controller,controller,axis3_changed,,108,10.20472
4137,t56125588,Controller,controller,axis3_changed,,-127,-12
4137,t56125588,Motor,motor_lf,spin,,0,-12,0
4137,t56125588,Motor,moto72,t55601300,Motor,motor_rb,spin,,0,2.07874,0
4587,t56125588,Controller,controller,axis3_changed,,7,0.6614173
4587,t56125588,Motor,motor_lf,spin,,0,0.6614173,0
4587,t56125588,Motor,motor_lb,spin,,0,0.6614173,0
4588,t55601300,Controller,controller,axis2_changed,,70,6.614173
4593,t55601300,Motor,motor_rf,spin,,0,6.614173,0
4593,t55601300,Motor,motor_rb,spin,,0,6.614173,0
4618,t56125588,Controller,controller,axis3_changed,,91,8.598425
4618,t56125588,Motor,motor_lf,spin,,0,8.598425,0
4618,t56125588,Motor,motor_lb,spin,,0,8.598425,0
4619,t55601300,Controller,controller,axis2_changed,,105,9.92126
4619,t55601300,Motor,motor_rf,spin,,0,9.92126,0
4620,t55601300601300,Motor,motor_rb,spin,,0,12,0
4770,t56125588,Controller,controller,axis3_changed,,-33,-3.11811
4770,t56125588,Motor,motor_lf,spin,,0,-3.11811,0
4770,t56125588,Motor,motor_lb,spin,,0,-3.11811,0
4790,t56125588,Control,spin,,0,0,0
4810,t55601300,Motor,motor_rb,spin,,0,0,0
5070,t56125588,Controller,controller,axis3_changed,,19,1.795276
5070,t56125588,Motor,motor_lf,spin,,0,1.795276,0
5070,t56125588,Motor,motor_lb,spin,,0,1.795276,0
5071,t55601300,Controller,controller,axis2_changed,,11,1.03937
5077,t55601300,Motor,motor_rf,spin,,0,1.03937,0
5077,t55601300,Motor,motor_rb,spin,,0,1.03937,0
5076,main,Inertial,inertial,state,,1,5408,93.56709,93.56709,0,5.643238,0.8017469,93.56709,-0.5798517,0,0.2441481,-0.04797363,0.2492676,0.9664307,1
5079,main,Gps,gps,state,,1,5410,184.6752,184.6752,-1569.508,-1166.409,99,0,1.002475,1.904462,-175.3248,0,10.89511,-1.770074,-0.03051758,0.0842,1
5080,main,Motor,motor_lf,state,,1,5411,1073741823,0,1,0,0,2452,11.8,0,0,0,0,35,28
5082,main,Motor,motor_lb,state,,1,5410,1073741823,0,1,0,2,2177.6,0,0,0,0,0,35,28
5083,main,Motor,motor_rf,state,,1,5412,1073741823,0,1,0,0,2077.2,14.46667,0.039,0.02589026,0.01709312,100,35,16
5084,main,Motor,motor_rb,state,,1,5414,1073741823,0,1,0,0,1767.6,29.06667,0,0,0,0,35,16
5091,t56125588,Controller,controller,axis3_changed,,81,7.653543
5091,t56125588,Motor,motor_lf,spin,,0,7.653543,0
5091,t56125588,Motor,motor_lb,spin,,0,7.653543,0
5092,t55601300,Controller,controller,axis2_changed,,44,4.15748
5097,t55601300,Motor,motor_rf,spin,,0,4.15748,0
5097,t55601300,Motor,motor_rb,spin,,0,4.15748,0
5117,t56125588,Controller,controller,axis3_changed,,123,11.62205
5117,t56125588,Motor,motor_lf,spin,,0,11.62205,0
5117,t56125588,Motor,motor_lb,spin,,0,11.62205,0
5118,t55601300,Controller,controller,axis2_changed,,89,8.409449
5118,t55601300,Motor,motor_rf,spin,,0,8.409449,0
5119,t55601300,Motor,motor_rb,spin,,0,8.409449,0
5167,t56125588,Controller,controller,axis3_changed,,-17,-1.606299
5171,t55601300,Controller,controller,axis2_changed,,124,11.71654
5171,t56125588,Motor,motor_lf,spin,,0,-1.606299,0
5172,t55601300,Motor,motor_rf,spin,,0,11.71654,0
5172,t56125588,Motor,motor_lb,spin,,0,-1.606299,0
5173,t55601300,Motor,motor_rb,spin,,0,11.71654,0
5192,t56125588,Controller,controller,axis3_changed,,0,0
5192,t56125588,Motor,motor_lf,spin,,0,0,0
5192,t56125588,Motor,motor_lb,spin,,0,0,0
5192,t55601300,Controller,controller,axis2_changed,,100,9.448819
5197,t55601300,Motor,motor_rf,spin,,0,9.448819,0
5197,t55601300,Motor,motor_rb,spin,,0,9.448819,0
5207,t55601300,Controller,controller,axis2_changed,,8,0.7559055
5207,t55601300,Motor,motor_rf,spin,,0,0.7559055,0
5207,t55601300,Motor,motor_rb,spin,,0,0.7559055,0
5267,t55601300,Controller,controller,axis2_changed,,0,0
5267,t55601300,Motor,motor_rf,spin,,0,0,0
5267,t55601300,Motor,motor_rb,spin,,0,0,0
5527,t56125588,Controller,controller,axis3_changed,,11,1.03937
5527,t56125588,Motor,motor_lf,spin,,0,1.03937,0
5533,t56125588,Motor,motor_lb,spin,,0,1.03937,0
5548,t56125588,Controller,controller,axis3_changed,,68,6.425197
5548,t56125588,Motor,motor_lf,spin,,0,6.425197,0
5548,t56125588,Motor,motor_lb,spin,,0,6.425197,0
5549,t55601300,Controller,controller,axis2_changed,,46,4.346457
5549,t55601300,Motor,motor_rf,spin,,0,4.346457,0
5550,t55601300,Motor,motor_rb,spin,,0,4.346457,0
5568,t56125588,Controller,controller,axis3_changed,,112,10.58268
5568,t56125588,Motor,motor_lf,spin,,0,10.58268,0
5568,t56125588,Motor,motor_lb,spin,,0,10.58268,0
5569,t55601300,Controller,controller,axis2_changed,,114,10.77165
5574,t55601300,Motor,motor_rf,spin,,0,10.77165,0
5575,t55601300,Motor,motor_rb,spin,,0,10.77165,0
5629,t56125588,Controller,controller,axis3_changed,,103,9.732284
5629,t56125588,Motor,motor_lf,spin,,0,9.732284,0
5629,t56125588,Motor,motor_lb,spin,,0,9.732284,0
5630,t55601300,Controller,controller,axis2_changed,,127,12
5630,t55601300,Motor,motor_rf,spin,,0,12,0
5631,t55601300,Motor,motor_rb,spin,,0,12,0
5649,t56125588,Controller,controller,axis3_changed,,0,0
5654,t56125588,Motor,motor_lf,spin,,0,0,0
5654,t56125588,Motor,motor_lb,spin,,0,0,0
5679,t55601300,Controller,controller,axis2_changed,,0,0
5679,t55601300,Motor,motor_rf,spin,,0,0,0
5679,t55601300,Motor,motor_rb,spin,,0,0,0
6085,main,Inertial,inertial,state,,1,6407,85.07895,85.07895,0,7.23365,-0.7238454,85.07895,1.800592,0,-1.617481,-0.001342773,0.1434326,1.005249,1
6086,main,Gps,gps,state,,1,6402,174.9043,174.9043,-1496.794,-1351.06,100,0,0.8375424,0.9012629,174.9043,-0.9155553,-10.58992,3.509629,-0.5906982,-0.1033936,-1.140503,1
6093,main,Motor,motor_lf,state,,1,6410,1073741823,0,1,0,0,2743.2,9.933333,0,0,0,0,35,0
6093,main,Motor,motor_lb,state,,1,6411,1073741823,0,1,0,0,2428,9.533334,0,0,0,0,35,0
6094,main,Motor,motor_rf,state,,1,6409,1073741823,0,1,0,0,2446.8,6.933333,0.039,0.01243251,0.01712656,100,35,0
6095,main,Motor,motor_rb,state,,1,6414,1073741823,0,1,0,0,2046,4.066667,0,0,0,0,35,0
6818,t55994516,Controller,controller,buttonA_pressed,
7096,main,Inertial,inertial,state,,1,7406,85.08405,85.08405,0,3.617358,-1.722445,85.08405,0,0,0,-0.03112793,0.06518555,1.01001,1
7102,main,Gps,gps,state,,1,7405,174.7159,174.7159,-1500.982,-1352.204,100,0,0.7712576,1.001124,174.7159,-0.5188147,-1.251259,1.22074,0.05065918,-0.02062988,-1.005493,1
7103,main,Motor,motor_lf,state,,1,7413,1073741823,0,1,0,2,2743.2,0,0,0,0,0,35,0
7104,main,Motor,motor_lb,state,,1,7410,1073741823,0,1,0,2,2428,0,0,0,0,0,35,0
7105,main,Motor,motor_rf,state,,1,7410,1073741823,0,1,0,2,2446.8,0,0.039,0,0.01716,0,35,0
7107,main,Motor,motor_rb,state,,1,7419,1073741823,0,1,0,2,2046,0,0,0,0,0,35,0
7317,t55470228,Controller,controller,buttonA_released,
8107,main,Inertial,inertial,state,,1,8416,85.08352,85.08352,0,3.63506,-1.712238,85.08352,0,0,0,-0.03051758,0.06445313,1.008911,1
8108,main,Gps,gps,state,,1,8407,174.6838,174.6838,-1500.209,-1352.796,100,0,0.7224022,0.9301659,174.6838,-0.6408887,-1.403851,1.129185,0.04370117,-0.01928711,-1.006836,1
8109,main,Motor,motor_lf,state,,1,8411,1073741823,0,1,0,2,2743.2,0,0,0,0,0,35,0
8114,main,Motor,motor_lb,state,,1,8408,1073741823,0,1,0,2,2428,0,0,0,0,0,35,0
8115,main,Motor,motor_rf,state,,1,8407,1073741823,0,1,0,2,2446.8,0,0.039,0,0.01716,0,35,0
8116,main,Motor,motor_rb,state,,1,8410,1073741823,0,1,0,2,2046,0,0,0,0,0,35,0
8969,t56125588,Controller,controller,axis3_changed,,-127,-12
8969,t56125588,Motor,motor_lf,spin,,0,-12,0
8969,t56125588,Motor,motor_lb,spin,,0,-12,0
8970,t55601300,Controller,controller,axis2_changed,,-83,-7.84252
8970,t55601300,Motor,motor_rf,spin,,0,-7.84252,0
8974,t55601300,Motor,motor_rb,spin,,0,-7.84252,0
8989,t55601300,Controller,controller,axis2_changed,,-127,-12
8989,t55601300,Motor,motor_rf,spin,,0,-12,0
8989,t55601300,Motor,motor_rb,spin,,0,-12,0
9116,main,Inertial,inertial,state,,1,9405,85.29422,85.29422,0,4.764789,-1.64973,85.29422,1.22074,-0.4272592,-11.07822,-0.0378418,0.6170654,0.9067383,1
9117,main,Gps,gps,state,,1,9399,174.931,174.931,-1506.874,-1305.135,100,0,0.7786648,0.6818046,174.931,2.899258,-7.232887,9.369183,-0.7431641,-0.4266357,-1.118286,1
9123,main,Motor,motor_lf,state,,1,9408,1073741823,0,1,0,1,2631.2,-173.2,1.471,10.58532,0.5837263,63.14497,35,-200
9124,main,Motor,motor_lb,state,,1,9406,1073741823,0,1,0,1,2303.2,-188.0667,0.8450001,6.077798,0.3086653,63.49453,35,-200
9126,main,Motor,motor_rf,state,,1,9405,1073741823,0,1,0,1,2341.6,-168.4,1.545,10.88058,0.6171112,62.61067,35,-200
9127,main,Motor,motor_rb,state,,1,9420,1073741823,0,1,0,1,1908.4,-193.1333,0.781,5.652617,0.2795411,62.93076,35,-200
10128,main,Inertial,inertial,state,,1,10415,89.83988,89.83988,0,3.462737,-1.514101,89.83988,-5.279702,1.129185,-3.540147,-0.04052734,0.0970459,0.9353027,1
10134,main,Gps,gps,state,,1,10401,178.9972,178.9972,-1556.47,-80.19542,100,0,0.6130085,0.360184,178.9972,1.281777,-3.112888,10.62044,-0.5690918,-0.5772705,-1.256348,1
10136,main,Motor,motor_lf,state,,1,10406,1073741823,0,1,0,1,1309.2,-228.4,0.326,1.819354,0.07608069,46.17608,35,-200
10137,main,Motor,motor_lb,state,,1,10415,1073741823,0,1,0,1,973.5999,-223.0667,0.329,1.814989,0.0777128,45.85771,35,-200
10139,main,Motor,motor_rf,state,,1,10416,1073741823,0,1,0,1,970.4,-221.9333,0.31,1.606719,0.06914659,42.95156,35,-200
10140,main,Motor,motor_rb,state,,1,10416,1073741823,0,1,0,1,577.6,-228.2667,0.422,2.826209,0.1182538,55.35774,35,-200
10899,t56125588,Controller,controller,axis3_changed,,-82,-7.748032
10899,t56125588,Motor,motor_lf,spin,,0,-7.748032,0
10899,t56125588,Motor,motor_lb,spin,,0,-7.748032,0
10919,t56125588,Controller,controller,axis3_changed,,0,0
10919,t56125588,Motor,motor_lf,spin,,0,0,0
10924,t56125588,Motor,motor_lb,spin,,0,0,0
10939,t56125588,Controller,controller,axis3_changed,,2,0.1889764
10939,t56125588,Motor,motor_lf,spin,,0,0.1889764,0
10939,t56125588,Motor,motor_lb,spin,,0,0.1889764,0
10999,t56125588,Controller,controller,axis3_changed,,127,12
10999,t56125588,Motor,motor_lf,spin,,0,12,0
10999,t56125588,Motor,motor_lb,spin,,0,12,0
11141,main,Inertial,inertial,state,,1,11404,109.6672,109.6672,0,0.126608,-1.60222,109.6672,-7.232887,14.09955,-196.3561,-0.01306152,-0.2884521,1.269775,1
11147,main,Gps,gps,state,,1,11414,198.4838,198.4838,-1488.514,1187.083,99,0,0.2276562,0.4137789,-161.5162,-1.312296,25.75762,232.3069,0.614502,-0.666748,-0.526123,1
11149,main,Motor,motor_lf,state,,1,11418,1073741823,0,1,0,0,319.2,183.9333,1.262,9.448559,0.4906349,64.54843,35,200
11150,main,Motor,motor_lb,state,,1,11413,1073741823,0,1,0,0,2.4,190.0667,0.928,6.847331,0.3440873,64.02247,35,200
11151,main,Motor,motor_rf,state,,1,11413,1073741823,0,1,0,1,-394.8,-212.1333,0.438,2.839267,0.1278353,55.68068,35,-200
11153,main,Motor,motor_rb,state,,1,11416,1073741823,0,1,0,1,-774.4,-197.3333,0.659,4.648738,0.2250028,60.52536,35,-200
11377,t56125588,Controller,controller,axis3_changed,,18,1.700787
11377,t56125588,Motor,motor_lf,spin,,0,1.700787,0
11377,t56125588,Motor,motor_lb,spin,,0,1.700787,0
11407,t56125588,Controller,controller,axis3_changed,,0,0
11407,t56125588,Motor,motor_lf,spin,,0,0,0
11407,t56125588,Motor,motor_lb,spin,,0,0,0
11408,t55601300,Controller,controller,axis2_changed,,24,2.267717
11408,t55601300,Motor,motor_rf,spin,,0,2.267717,0
11413,t55601300,Motor,motor_rb,spin,,0,2.267717,0
11438,t55601300,Controller,controller,axis2_changed,,0,0
11438,t55601300,Motor,motor_rf,spin,,0,0,0
11438,t55601300,Motor,motor_rb,spin,,0,0,0
12154,main,Inertial,inertial,state,,1,12403,258.8549,258.8549,0,3.143562,-2.890866,-101.1451,0,0,0,-0.0559082,0.06079102,1.009155,1
12155,main,Gps,gps,state,,1,12405,356.9313,356.9313,-1305.437,1778,98,0,-0.09135983,4.041874,-3.068707,-0.5798517,-1.403851,1.556444,0.04455566,-0.00793457,-1.007935,1
12160,main,Motor,motor_lf,state,,1,12421,1073741823,0,1,0,2,798,0,0,0,0,0,35,0
12161,main,Motor,motor_lb,state,,1,12417,1073741823,0,1,0,2,483.2,0,0,0,0,0,35,0
12161,main,Motor,motor_rf,state,,1,12419,1073741823,0,1,0,2,-722,0,0.039,0,0.01716,0,35,0
12162,main,Motor,motor_rb,state,,1,12416,1073741823,0,1,0,2,-1111.2,0,0,0,0,0,35,0
12865,t55601300,Controller,controller,axis2_changed,,-10,-0.9448819
12865,t55601300,Motor,motor_rf,spin,,0,-0.9448819,0
12865,t55601300,Motor,motor_rb,spin,,0,-0.9448819,0
12881,t56125588,Controller,controller,axis3_changed,,4,0.3779528
12881,t56125588,Motor,motor_lf,spin,,0,0.3779528,0
12881,t56125588,Motor,motor_lb,spin,,0,0.3779528,0
12882,t55601300,Controller,controller,axis2_changed,,-49,-4.629921
12882,t55601300,Motor,motor_rf,spin,,0,-4.629921,0
12883,t55601300,Motor,motor_rb,spin,,0,-4.629921,0
12916,t55601300,Controller,controller,axis2_changed,,-66,-6.23622
12916,t55601300,Motor,motor_rf,spin,,0,-6.23622,0
12916,t55601300,Motor,motor_rb,spin,,0,-6.23622,0
12947,t56125588,Controller,controller,axis3_changed,,0,0
12947,t56125588,Motor,motor_lf,spin,,0,0,0
12947,t56125588,Motor,motor_lb,spin,,0,0,0
12947,t55601300,Controller,controller,axis2_changed,,-28,-2.645669
12948,t55601300,Motor,motor_rf,spin,,0,-2.645669,0
12948,t55601300,Motor,motor_rb,spin,,0,-2.645669,0
12952,t55601300,Controller,controller,axis2_changed,,0,0
12952,t55601300,Motor,motor_rf,spin,,0,0,0
12952,t55601300,Motor,motor_rb,spin,,0,0,0
13163,main,Inertial,inertial,state,,1,13413,264.1968,264.1968,0,2.887705,-3.208636,-95.80317,0,0,5.096591,-0.06311035,0.06555176,1.005859,1
13169,main,Gps,gps,state,,1,13408,2.722454,362.7224,-1305.437,1778,95,0,0.03829523,3.98171,2.722454,-0.4577776,-2.166814,-3.47911,0.03442383,-0.01647949,-1.013428,1
13170,main,Motor,motor_lf,state,,1,13408,1073741823,0,1,0,2,799.2,0,0,0,0,0,35,0
13171,main,Motor,motor_lb,state,,1,13405,1073741823,0,1,0,1,482,-6.066667,0,0,0,0,35,0
13172,main,Motor,motor_rf,state,,1,13416,1073741823,0,1,0,1,-756.8,-9.2,0.039,0.0165292,0.01716,0,35,0
13174,main,Motor,motor_rb,state,,1,13416,1073741823,0,1,0,1,-1146.4,-3.2,0,0,0,0,35,0
14175,main,Inertial,inertial,state,,1,14412,264.0292,264.0292,0,3.245764,-3.187384,-95.97082,0,0,0,-0.0567627,0.0567627,1.009888,1
14176,main,Gps,gps,state,,1,14400,2.156835,362.1568,-1305.437,1778,91,0,-0.05071134,3.87198,2.156835,-0.5798517,-1.403851,1.098666,0.05151367,0.008056641,-1.00708,1
14177,main,Motor,motor_lf,state,,1,14406,1073741823,0,1,0,2,799.2,0,0,0,0,0,35,0
14178,main,Motor,motor_lb,state,,1,14403,1073741823,0,1,0,2,482,0,0,0,0,0,35,0
14184,main,Motor,motor_rf,state,,1,14418,1073741823,0,1,0,2,-756.8,0,0.039,0,0.01712656,0,35,0
14184,main,Motor,motor_rb,state,,1,14422,1073741823,0,1,0,2,-1146.4,0,0,0,0,0,35,0
14734,t55994516,Controller,controller,buttonA_pressed,
15185,main,Inertial,inertial,state,,1,15411,264.0302,264.0302,0,3.225761,-3.200092,-95.96975,0,0,0,-0.05810547,0.05627441,1.009155,1
15186,main,Gps,gps,state,,1,15402,1.803193,361.8032,-1305.437,1778,86,0,-0.1339906,3.765882,1.803193,-0.6408887,-1.373333,1.190222,0.05078125,0.005493164,-1.008545,1
15192,main,Motor,motor_lf,state,,1,15408,1073741823,0,1,0,2,799.2,0,0,0,0,0,35,0
15193,main,Motor,motor_lb,state,,1,15417,1073741823,0,1,0,2,482,0,0,0,0,0,35,0
